target,best_result
-148847,-148847
-157669,-148847
-151199,-148847
-148410,-148410
-150316,-148410
-150507,-148410
-152890,-148410
-152508,-148410
-148265,-148265
-150971,-148265
-149847,-148265
-148292,-148265
-150949,-148265
-149826,-148265
-151602,-148265
-153289,-148265
-149508,-148265
-156857,-148265
-151805,-148265
-149026,-148265
-145797,-145797
-148492,-145797
-150561,-145797
-155762,-145797
-154149,-145797
-152556,-145797
-152841,-145797
-149222,-145797
-154536,-145797
-161231,-145797
-155228,-145797
-148399,-145797
-146273,-145797
-156899,-145797
-149256,-145797
-151760,-145797
-153323,-145797
-156391,-145797
-159283,-145797
-157645,-145797
-156575,-145797
-159974,-145797
-154549,-145797
-154910,-145797
-151553,-145797
-150364,-145797
-151727,-145797
-153293,-145797
-155009,-145797
-151281,-145797
-154810,-145797
-151243,-145797
-155113,-145797
-153393,-145797
-154843,-145797
-148243,-145797
-151373,-145797
-157115,-145797
-154846,-145797
-161125,-145797
-155098,-145797
-155877,-145797
-151341,-145797
-153740,-145797
-156602,-145797
-147206,-145797
-149732,-145797
-148404,-145797
-155853,-145797
-150214,-145797
-149912,-145797
-150261,-145797
-150860,-145797
-153385,-145797
-154036,-145797
-156741,-145797
-154433,-145797
-151579,-145797
-151465,-145797
-158406,-145797
-153396,-145797
-155218,-145797
-153877,-145797
-155849,-145797
-150331,-145797
-149421,-145797
-154626,-145797
-154008,-145797
-155122,-145797
-152245,-145797
-155901,-145797
-152407,-145797
-148189,-145797
-156004,-145797
-145472,-145472
-153689,-145472
-157598,-145472
-151316,-145472
-146527,-145472
-154869,-145472
-151089,-145472
-150799,-145472
-148267,-145472
-147331,-145472
-156060,-145472
-148930,-145472
-155260,-145472
-149263,-145472
-147226,-145472
-148024,-145472
-157904,-145472
-154043,-145472
-156624,-145472
-146586,-145472
-152447,-145472
-152727,-145472
-145753,-145472
-149054,-145472
-151827,-145472
-156042,-145472
-144984,-144984
-149704,-144984
-151205,-144984
-149439,-144984
-150231,-144984
-149840,-144984
-149763,-144984
-153746,-144984
-147498,-144984
-148509,-144984
-152783,-144984
-154752,-144984
-150932,-144984
-145188,-144984
-146055,-144984
-146850,-144984
-148839,-144984
-150942,-144984
-141667,-141667
-149566,-141667
-154614,-141667
-150591,-141667
-154383,-141667
-151990,-141667
-156308,-141667
-149773,-141667
-153686,-141667
-147830,-141667
-148312,-141667
-155007,-141667
-153473,-141667
-150506,-141667
-150217,-141667
-148643,-141667
-147713,-141667
-153059,-141667
-155496,-141667
-152881,-141667
-152442,-141667
-148018,-141667
-155441,-141667
-152869,-141667
-150542,-141667
-149207,-141667
-145874,-141667
-148352,-141667
-150251,-141667
-148629,-141667
-150112,-141667
-150379,-141667
-158181,-141667
-149287,-141667
-150374,-141667
-147432,-141667
-155228,-141667
-149760,-141667
-152364,-141667
-146867,-141667
-150257,-141667
-145285,-141667
-146401,-141667
-147435,-141667
-149495,-141667
-141096,-141096
-147430,-141096
-147472,-141096
-153990,-141096
-148036,-141096
-144901,-141096
-148993,-141096
-153700,-141096
-150579,-141096
-149883,-141096
-149522,-141096
-144920,-141096
-148021,-141096
-150105,-141096
-149530,-141096
-148556,-141096
-146252,-141096
