target,best_result
-394426,-394426
-405243,-394426
-384934,-384934
-384747,-384747
-403971,-384747
-396178,-384747
-393715,-384747
-392436,-384747
-387406,-384747
-389018,-384747
-385310,-384747
-389875,-384747
-391278,-384747
-397327,-384747
-403216,-384747
-386877,-384747
-381980,-381980
-394342,-381980
-384092,-381980
-387436,-381980
-402347,-381980
-412281,-381980
-376374,-376374
-395591,-376374
-385730,-376374
-405297,-376374
-379622,-376374
-393831,-376374
-418416,-376374
-399768,-376374
-388856,-376374
-396348,-376374
-387114,-376374
-397928,-376374
-405926,-376374
-396311,-376374
-400808,-376374
-380669,-376374
-391017,-376374
-390276,-376374
-385741,-376374
-375827,-375827
-405098,-375827
-392829,-375827
-396709,-375827
-385871,-375827
-388719,-375827
-375396,-375396
-394854,-375396
-403433,-375396
-392352,-375396
-391404,-375396
-377626,-375396
-396310,-375396
-399579,-375396
-394258,-375396
-409891,-375396
-384176,-375396
-394648,-375396
-395785,-375396
-393426,-375396
-389546,-375396
-394724,-375396
-378964,-375396
-387350,-375396
-400996,-375396
-398747,-375396
-391096,-375396
-393997,-375396
-394168,-375396
-415507,-375396
-390728,-375396
-399011,-375396
-404546,-375396
-411935,-375396
-394491,-375396
-392170,-375396
-386626,-375396
-400199,-375396
-386087,-375396
-401065,-375396
-391697,-375396
-400777,-375396
-382548,-375396
-399630,-375396
-408503,-375396
-377625,-375396
-374723,-374723
-396305,-374723
-389086,-374723
-387748,-374723
-393261,-374723
-403711,-374723
-404911,-374723
-406689,-374723
-387401,-374723
-377094,-374723
-384832,-374723
-384190,-374723
-374000,-374000
-379833,-374000
-380839,-374000
-395839,-374000
-379798,-374000
-390033,-374000
-399800,-374000
-400027,-374000
-393017,-374000
-398715,-374000
-389114,-374000
-381796,-374000
-395530,-374000
-398650,-374000
-394303,-374000
-373758,-373758
-393362,-373758
-380819,-373758
-382011,-373758
-375815,-373758
-389298,-373758
-379892,-373758
-378861,-373758
-374585,-373758
-387184,-373758
-393336,-373758
-376531,-373758
-384585,-373758
-397894,-373758
-386162,-373758
-388686,-373758
-383413,-373758
-384609,-373758
-397263,-373758
-384786,-373758
-378682,-373758
-388676,-373758
-378159,-373758
-388416,-373758
-393754,-373758
-383003,-373758
-382779,-373758
-402670,-373758
-394534,-373758
-393065,-373758
-399765,-373758
-388972,-373758
-390987,-373758
-381243,-373758
-384092,-373758
-392478,-373758
-401490,-373758
-397018,-373758
-387654,-373758
-394798,-373758
-379130,-373758
-388879,-373758
-379585,-373758
-382709,-373758
-397157,-373758
-391864,-373758
-370457,-370457
-379827,-370457
-372555,-370457
-376236,-370457
-374837,-370457
-381308,-370457
-375213,-370457
-372190,-370457
-385147,-370457
-384712,-370457
-385769,-370457
-374349,-370457
-381739,-370457
-373721,-370457
-382024,-370457
-374217,-370457
-386409,-370457
-373378,-370457
-371565,-370457
-374507,-370457
-383664,-370457
-386525,-370457
-376702,-370457
-390229,-370457
-396464,-370457
-382016,-370457
-385367,-370457
-389047,-370457
-386556,-370457
-383368,-370457
-383930,-370457
-379736,-370457
-392123,-370457
-382237,-370457
-396872,-370457
-390538,-370457
-382431,-370457
-391023,-370457
-376900,-370457
-380706,-370457
