target,best_result
-376628,-376628
-375048,-375048
-372964,-372964
-379549,-372964
-384125,-372964
-367592,-367592
-373776,-367592
-365553,-365553
-373447,-365553
-373479,-365553
-371658,-365553
-370515,-365553
-369425,-365553
-388588,-365553
-372312,-365553
-393149,-365553
-376793,-365553
-383127,-365553
-393955,-365553
-387170,-365553
-362546,-362546
-380940,-362546
-364197,-362546
-381328,-362546
-370755,-362546
-369761,-362546
-379994,-362546
-381368,-362546
-381535,-362546
-370671,-362546
-371293,-362546
-374138,-362546
-379297,-362546
-370635,-362546
-363500,-362546
-387374,-362546
-382617,-362546
-388151,-362546
-365582,-362546
-376150,-362546
-380257,-362546
-373724,-362546
-381631,-362546
-376203,-362546
-374126,-362546
-370314,-362546
-369520,-362546
-360779,-360779
-376918,-360779
-373824,-360779
-370211,-360779
-372249,-360779
-360318,-360318
-366400,-360318
-380445,-360318
-352877,-352877
-383936,-352877
-377341,-352877
-361408,-352877
-362065,-352877
-371243,-352877
-381251,-352877
-356769,-352877
-381471,-352877
-381725,-352877
-387723,-352877
-373722,-352877
-372895,-352877
-380530,-352877
-377362,-352877
-379190,-352877
-374035,-352877
-373920,-352877
-364106,-352877
-371112,-352877
-368952,-352877
-370995,-352877
-367537,-352877
-374701,-352877
-360709,-352877
-360364,-352877
-381736,-352877
-383963,-352877
-367075,-352877
-360834,-352877
-381164,-352877
-370391,-352877
-368058,-352877
-371908,-352877
-364180,-352877
-362442,-352877
-388320,-352877
-362838,-352877
-375863,-352877
-376317,-352877
-369343,-352877
-381091,-352877
-369550,-352877
-380718,-352877
-376399,-352877
-377774,-352877
-364224,-352877
-378635,-352877
-375285,-352877
-365938,-352877
-377397,-352877
-368342,-352877
-365861,-352877
-371484,-352877
-362341,-352877
-377498,-352877
-379973,-352877
-388145,-352877
-376124,-352877
-361009,-352877
-365059,-352877
-378940,-352877
-370286,-352877
-370396,-352877
-369545,-352877
-369577,-352877
-366954,-352877
-377385,-352877
-376880,-352877
-357926,-352877
-375110,-352877
-369356,-352877
-375714,-352877
-364873,-352877
-369344,-352877
-360151,-352877
-386795,-352877
-385983,-352877
-377348,-352877
-378928,-352877
-375366,-352877
-371975,-352877
-357323,-352877
-374473,-352877
-366482,-352877
-363548,-352877
-367572,-352877
-370230,-352877
-370120,-352877
-386100,-352877
-379029,-352877
-369934,-352877
-360124,-352877
-373501,-352877
-354261,-352877
-362085,-352877
-358399,-352877
-384064,-352877
-358975,-352877
-367817,-352877
-356331,-352877
-348923,-348923
-374818,-348923
-367120,-348923
-371647,-348923
-367082,-348923
-368374,-348923
-365368,-348923
-384447,-348923
-370540,-348923
-360236,-348923
-368455,-348923
-366081,-348923
-360460,-348923
-366725,-348923
-381028,-348923
-368959,-348923
-373595,-348923
-368139,-348923
-373631,-348923
-372734,-348923
-376968,-348923
-362676,-348923
-368979,-348923
-355219,-348923
-384461,-348923
-368956,-348923
-372862,-348923
-372529,-348923
-360533,-348923
-372879,-348923
-370972,-348923
-368060,-348923
-378824,-348923
-367858,-348923
-370412,-348923
-376159,-348923
-361333,-348923
-359011,-348923
-371890,-348923
-369348,-348923
-361694,-348923
-368679,-348923
-376402,-348923
-348797,-348797
