target,best_result
-321085,-321085
-308556,-308556
-315471,-308556
-307131,-307131
-314261,-307131
-306415,-306415
-290631,-290631
-318901,-290631
-322767,-290631
-319553,-290631
-314420,-290631
-318326,-290631
-310409,-290631
-306977,-290631
-328753,-290631
-319235,-290631
-311938,-290631
-321691,-290631
-311827,-290631
-307926,-290631
-302446,-290631
-315278,-290631
-321331,-290631
-322847,-290631
-320166,-290631
-297975,-290631
-316017,-290631
-314900,-290631
-325181,-290631
-319912,-290631
-311204,-290631
-321465,-290631
-317256,-290631
-306858,-290631
-317095,-290631
-315559,-290631
-317858,-290631
-309788,-290631
-314303,-290631
-310137,-290631
-296898,-290631
-313735,-290631
-322574,-290631
-319493,-290631
-306159,-290631
-306771,-290631
-311989,-290631
-304096,-290631
-304621,-290631
-301894,-290631
-311833,-290631
-308305,-290631
-309047,-290631
-308770,-290631
-312470,-290631
-299781,-290631
-319557,-290631
-316784,-290631
-292894,-290631
-306077,-290631
-314120,-290631
-301047,-290631
-302036,-290631
-297158,-290631
-298788,-290631
-305469,-290631
-297275,-290631
-307000,-290631
-303530,-290631
-305765,-290631
-309773,-290631
-308881,-290631
-312545,-290631
-298692,-290631
-337447,-290631
-304707,-290631
-306254,-290631
-316414,-290631
-310705,-290631
-308972,-290631
-312140,-290631
-290685,-290631
-310194,-290631
-314692,-290631
-298230,-290631
-292637,-290631
-300686,-290631
-301606,-290631
-303812,-290631
-299057,-290631
-314941,-290631
-318367,-290631
-295058,-290631
-295783,-290631
-336068,-290631
-303815,-290631
-314041,-290631
-305539,-290631
-302228,-290631
-299947,-290631
-312115,-290631
-300407,-290631
-306615,-290631
-319272,-290631
-302408,-290631
-299933,-290631
-333063,-290631
-310126,-290631
-298674,-290631
-304591,-290631
-311446,-290631
-316129,-290631
-307504,-290631
-301560,-290631
-298972,-290631
-331136,-290631
-315611,-290631
-299382,-290631
-299051,-290631
-312142,-290631
-318017,-290631
-313533,-290631
-313592,-290631
-309534,-290631
-294574,-290631
-307683,-290631
-307883,-290631
-289926,-289926
-316998,-289926
-313442,-289926
-292103,-289926
-304381,-289926
-290975,-289926
-299504,-289926
-304595,-289926
-295637,-289926
-334666,-289926
-304810,-289926
-293776,-289926
-307618,-289926
-303472,-289926
-307284,-289926
-297600,-289926
-319490,-289926
-310209,-289926
-300653,-289926
-303089,-289926
-306179,-289926
-308280,-289926
-297799,-289926
-309399,-289926
-302810,-289926
-300545,-289926
-299639,-289926
-298084,-289926
-295181,-289926
-293169,-289926
-287219,-287219
-302947,-287219
-308550,-287219
-310498,-287219
-309072,-287219
-308066,-287219
-316462,-287219
-294524,-287219
-305114,-287219
-294607,-287219
-313709,-287219
-317294,-287219
-303725,-287219
-302032,-287219
-306552,-287219
-303884,-287219
-299148,-287219
-313252,-287219
-299222,-287219
-312530,-287219
-302921,-287219
-316048,-287219
-306230,-287219
-305211,-287219
-305048,-287219
-299921,-287219
-307233,-287219
-302325,-287219
-294961,-287219
-301309,-287219
-302767,-287219
-306909,-287219
-297507,-287219
-312451,-287219
-298488,-287219
-314928,-287219
-306457,-287219
-310512,-287219
-289106,-287219
-312989,-287219
-307267,-287219
-304049,-287219
-293696,-287219
