target,best_result
-403281,-403281
-390113,-390113
-383866,-383866
-402220,-383866
-398139,-383866
-397744,-383866
-394710,-383866
-403582,-383866
-402401,-383866
-389414,-383866
-382654,-382654
-382666,-382654
-387626,-382654
-397983,-382654
-391122,-382654
-405344,-382654
-397013,-382654
-383591,-382654
-400949,-382654
-392230,-382654
-399558,-382654
-383325,-382654
-407293,-382654
-391283,-382654
-399105,-382654
-387442,-382654
-397056,-382654
-392169,-382654
-390120,-382654
-398367,-382654
-380622,-380622
-383626,-380622
-396106,-380622
-397500,-380622
-407503,-380622
-399876,-380622
-384234,-380622
-402432,-380622
-396405,-380622
-390220,-380622
-379628,-379628
-391552,-379628
-390923,-379628
-384057,-379628
-406669,-379628
-400732,-379628
-395168,-379628
-387441,-379628
-385046,-379628
-380168,-379628
-412671,-379628
-396710,-379628
-405055,-379628
-389247,-379628
-399724,-379628
-390116,-379628
-384961,-379628
-398947,-379628
-381143,-379628
-389678,-379628
-403935,-379628
-388463,-379628
-401035,-379628
-408151,-379628
-389861,-379628
-400431,-379628
-394242,-379628
-391367,-379628
-389464,-379628
-405840,-379628
-395237,-379628
-370298,-370298
-398143,-370298
-405604,-370298
-380387,-370298
-393467,-370298
-394125,-370298
-418811,-370298
-385083,-370298
-385877,-370298
-389717,-370298
-381856,-370298
-392033,-370298
-375063,-370298
-392949,-370298
-390335,-370298
-380900,-370298
-403454,-370298
-380765,-370298
-383083,-370298
-381557,-370298
-404035,-370298
-397405,-370298
-386420,-370298
-392368,-370298
-380654,-370298
-366476,-366476
-403147,-366476
-381786,-366476
-395783,-366476
-387392,-366476
-388722,-366476
-375688,-366476
-393901,-366476
-370097,-366476
-387122,-366476
-394035,-366476
-382316,-366476
-383406,-366476
-388212,-366476
-378133,-366476
-398228,-366476
-395703,-366476
-388423,-366476
-384109,-366476
-388149,-366476
-378267,-366476
-385379,-366476
-388386,-366476
-379154,-366476
-381895,-366476
-380377,-366476
-386575,-366476
-380680,-366476
-377228,-366476
-382368,-366476
-387421,-366476
-396213,-366476
-381594,-366476
-390096,-366476
-371207,-366476
-374253,-366476
-386523,-366476
-378236,-366476
-391119,-366476
-390830,-366476
-386854,-366476
-388498,-366476
-374429,-366476
-395561,-366476
-386807,-366476
-384035,-366476
-379093,-366476
-385900,-366476
-390121,-366476
-388955,-366476
-392490,-366476
-378065,-366476
-380830,-366476
-389846,-366476
-389339,-366476
-386949,-366476
-389685,-366476
-392824,-366476
-388718,-366476
-393180,-366476
-391025,-366476
-395628,-366476
-394820,-366476
-388128,-366476
-368498,-366476
-387551,-366476
-381820,-366476
-382857,-366476
-400138,-366476
-385334,-366476
-394135,-366476
-392273,-366476
-400014,-366476
-386091,-366476
-396414,-366476
-397065,-366476
-393943,-366476
-396074,-366476
-399650,-366476
-389585,-366476
-379400,-366476
-391081,-366476
-397059,-366476
-383717,-366476
-373303,-366476
-390665,-366476
-387435,-366476
-390200,-366476
-375308,-366476
-396714,-366476
-377632,-366476
-384658,-366476
-384928,-366476
-382716,-366476
-396283,-366476
-384111,-366476
-387756,-366476
-381750,-366476
-392418,-366476
-388111,-366476
-373440,-366476
-395850,-366476
-384633,-366476
-392193,-366476
