target,best_result
-358971,-358971
-373210,-358971
-361490,-358971
-372074,-358971
-355604,-355604
-367120,-355604
-356142,-355604
-362927,-355604
-372610,-355604
-362351,-355604
-353081,-353081
-358133,-353081
-367151,-353081
-357710,-353081
-359750,-353081
-367609,-353081
-375287,-353081
-361796,-353081
-352222,-352222
-374419,-352222
-356273,-352222
-366698,-352222
-380109,-352222
-367085,-352222
-374907,-352222
-363932,-352222
-367394,-352222
-370690,-352222
-363512,-352222
-360238,-352222
-353057,-352222
-353410,-352222
-366061,-352222
-352578,-352222
-358598,-352222
-363705,-352222
-357820,-352222
-349364,-349364
-357369,-349364
-352532,-349364
-355176,-349364
-361244,-349364
-360526,-349364
-355198,-349364
-366192,-349364
-349589,-349364
-349637,-349364
-363636,-349364
-354460,-349364
-374067,-349364
-376575,-349364
-370784,-349364
-363421,-349364
-348586,-348586
-364916,-348586
-366993,-348586
-356220,-348586
-354918,-348586
-369524,-348586
-359523,-348586
-354646,-348586
-349444,-348586
-346206,-346206
-368225,-346206
-344011,-344011
-355568,-344011
-357280,-344011
-361259,-344011
-374021,-344011
-365470,-344011
-367119,-344011
-373211,-344011
-360217,-344011
-351487,-344011
-353928,-344011
-377519,-344011
-378223,-344011
-365795,-344011
-370603,-344011
-347548,-344011
-360108,-344011
-374180,-344011
-359132,-344011
-371181,-344011
-352355,-344011
-362677,-344011
-360275,-344011
-355238,-344011
-360138,-344011
-357187,-344011
-371386,-344011
-364896,-344011
-358742,-344011
-355045,-344011
-374944,-344011
-359673,-344011
-355099,-344011
-357129,-344011
-371199,-344011
-349021,-344011
-352976,-344011
-381754,-344011
-383411,-344011
-355452,-344011
-371271,-344011
-358474,-344011
-358843,-344011
-363402,-344011
-359624,-344011
-362108,-344011
-380226,-344011
-350853,-344011
-374133,-344011
-373203,-344011
-367547,-344011
-372116,-344011
-342655,-342655
-357399,-342655
-361221,-342655
-348466,-342655
-362085,-342655
-362817,-342655
-371464,-342655
-357238,-342655
-364939,-342655
-347509,-342655
-367720,-342655
-366112,-342655
-369762,-342655
-362605,-342655
-350445,-342655
-357300,-342655
-354588,-342655
-355100,-342655
-350866,-342655
-369292,-342655
-358580,-342655
-352489,-342655
-351616,-342655
-332675,-332675
-367398,-332675
-356327,-332675
-361823,-332675
-360807,-332675
-339606,-332675
-348336,-332675
-364203,-332675
-360597,-332675
-365402,-332675
-363975,-332675
-349921,-332675
-364534,-332675
-368254,-332675
-356887,-332675
-351867,-332675
-356466,-332675
-360922,-332675
-350588,-332675
-349994,-332675
-355109,-332675
-355226,-332675
-344084,-332675
-345073,-332675
-351176,-332675
-340930,-332675
-351493,-332675
-369053,-332675
-358157,-332675
-336523,-332675
-349325,-332675
-348076,-332675
-369449,-332675
-369833,-332675
-366361,-332675
-356473,-332675
-339531,-332675
-375678,-332675
-357773,-332675
-362180,-332675
-353910,-332675
-363333,-332675
-364272,-332675
-357585,-332675
-360348,-332675
-360729,-332675
-371776,-332675
-360874,-332675
-337852,-332675
-367043,-332675
-350517,-332675
-351050,-332675
-348382,-332675
-357495,-332675
-362993,-332675
-358323,-332675
-355755,-332675
-374509,-332675
-346802,-332675
-368680,-332675
-353766,-332675
