target,best_result
-399108,-399108
-384685,-384685
-396632,-384685
-387927,-384685
-397883,-384685
-383641,-383641
-393680,-383641
-395635,-383641
-390321,-383641
-393307,-383641
-388276,-383641
-388839,-383641
-398654,-383641
-387916,-383641
-394648,-383641
-395522,-383641
-389795,-383641
-389352,-383641
-389274,-383641
-395175,-383641
-397603,-383641
-383478,-383478
-380534,-380534
-391017,-380534
-389543,-380534
-377544,-377544
-396727,-377544
-379650,-377544
-387379,-377544
-385120,-377544
-379562,-377544
-383913,-377544
-386754,-377544
-383756,-377544
-374124,-374124
-390357,-374124
-386352,-374124
-379220,-374124
-387798,-374124
-374638,-374124
-377299,-374124
-390907,-374124
-387322,-374124
-377650,-374124
-387734,-374124
-378010,-374124
-392082,-374124
-389706,-374124
-384845,-374124
-390711,-374124
-372934,-372934
-396898,-372934
-389591,-372934
-372956,-372934
-376765,-372934
-387759,-372934
-380123,-372934
-393304,-372934
-369748,-369748
-386418,-369748
-378573,-369748
-384827,-369748
-394461,-369748
-398145,-369748
-390436,-369748
-383215,-369748
-391712,-369748
-385219,-369748
-366527,-366527
-389603,-366527
-383816,-366527
-382922,-366527
-377270,-366527
-394055,-366527
-373972,-366527
-379233,-366527
-377030,-366527
-383392,-366527
-384775,-366527
-376638,-366527
-387831,-366527
-379853,-366527
-388380,-366527
-380574,-366527
-390191,-366527
-385783,-366527
-388901,-366527
-395463,-366527
-386346,-366527
-372727,-366527
-380777,-366527
-398717,-366527
-384302,-366527
-376128,-366527
-388108,-366527
-397726,-366527
-385895,-366527
-390225,-366527
-387289,-366527
-380624,-366527
-381621,-366527
-383702,-366527
-382205,-366527
-382661,-366527
-378671,-366527
-389251,-366527
-382342,-366527
-371963,-366527
-382100,-366527
-384265,-366527
-380964,-366527
-383465,-366527
-397197,-366527
-391105,-366527
-384060,-366527
-374992,-366527
-382777,-366527
-388735,-366527
-377506,-366527
-385480,-366527
-382211,-366527
-386836,-366527
-383540,-366527
-384993,-366527
-383852,-366527
-372379,-366527
-384907,-366527
-393282,-366527
-391522,-366527
-387220,-366527
-395145,-366527
-381345,-366527
-386552,-366527
-386293,-366527
-384839,-366527
-399509,-366527
-384487,-366527
-380707,-366527
-381596,-366527
-392184,-366527
-382530,-366527
-382128,-366527
-375394,-366527
-402364,-366527
-380261,-366527
-387392,-366527
-388439,-366527
-384630,-366527
-374965,-366527
-385659,-366527
-388461,-366527
-388846,-366527
-390251,-366527
-372017,-366527
-399335,-366527
-366487,-366487
-378733,-366487
-368799,-366487
-383189,-366487
-384021,-366487
-383296,-366487
-387879,-366487
-385724,-366487
-369471,-366487
-394545,-366487
-385245,-366487
-385413,-366487
-377771,-366487
-370635,-366487
-379890,-366487
-391265,-366487
-380718,-366487
-396693,-366487
-370017,-366487
-382995,-366487
-386833,-366487
-393901,-366487
-385885,-366487
-375983,-366487
-386378,-366487
-392091,-366487
-378940,-366487
-381010,-366487
-381139,-366487
-392214,-366487
-388078,-366487
-374822,-366487
-386359,-366487
-385659,-366487
-394835,-366487
-385841,-366487
-384028,-366487
-386831,-366487
-388092,-366487
-382407,-366487
-393042,-366487
-389489,-366487
-370756,-366487
-376035,-366487
-382489,-366487
