target,best_result
-471991,-471991
-464415,-464415
-468929,-464415
-463095,-463095
-461087,-461087
-469180,-461087
-468041,-461087
-471717,-461087
-460919,-460919
-485859,-460919
-465914,-460919
-457262,-457262
-473171,-457262
-476617,-457262
-452976,-452976
-454654,-452976
-457379,-452976
-477339,-452976
-474658,-452976
-459555,-452976
-477098,-452976
-469006,-452976
-470113,-452976
-474876,-452976
-473355,-452976
-464053,-452976
-459490,-452976
-454765,-452976
-476535,-452976
-473326,-452976
-466354,-452976
-470549,-452976
-459313,-452976
-465902,-452976
-473844,-452976
-481308,-452976
-465218,-452976
-459181,-452976
-472921,-452976
-451658,-451658
-479892,-451658
-472391,-451658
-462547,-451658
-488038,-451658
-475915,-451658
-482271,-451658
-458097,-451658
-457970,-451658
-489621,-451658
-470448,-451658
-457535,-451658
-455692,-451658
-459939,-451658
-471255,-451658
-483821,-451658
-481551,-451658
-470297,-451658
-479433,-451658
-464937,-451658
-475751,-451658
-479749,-451658
-466037,-451658
-465067,-451658
-461226,-451658
-459271,-451658
-467061,-451658
-468071,-451658
-490925,-451658
-465030,-451658
-470626,-451658
-464495,-451658
-476482,-451658
-472866,-451658
-476110,-451658
-462203,-451658
-455066,-451658
-485651,-451658
-472452,-451658
-475136,-451658
-458411,-451658
-466311,-451658
-474540,-451658
-461279,-451658
-468951,-451658
-478235,-451658
-467370,-451658
-489326,-451658
-480315,-451658
-459886,-451658
-468134,-451658
-466640,-451658
-468125,-451658
-459996,-451658
-471232,-451658
-453238,-451658
-474851,-451658
-459545,-451658
-465644,-451658
-462140,-451658
-454420,-451658
-464600,-451658
-468381,-451658
-465576,-451658
-455425,-451658
-460791,-451658
-465133,-451658
-453925,-451658
-464285,-451658
-464689,-451658
-458875,-451658
-461081,-451658
-462846,-451658
-462346,-451658
-453393,-451658
-464224,-451658
-447592,-447592
-465934,-447592
-470466,-447592
-470423,-447592
-456531,-447592
-452782,-447592
-455352,-447592
-464563,-447592
-462538,-447592
-461114,-447592
-459391,-447592
-464440,-447592
-457829,-447592
-456972,-447592
-451205,-447592
-468896,-447592
-473211,-447592
-474536,-447592
-452028,-447592
-465883,-447592
-463233,-447592
-452239,-447592
-462735,-447592
-456123,-447592
-471079,-447592
-460074,-447592
-468274,-447592
-459233,-447592
-459683,-447592
-461081,-447592
-457287,-447592
-475415,-447592
-455197,-447592
-467168,-447592
-466580,-447592
-466959,-447592
-467029,-447592
-459538,-447592
-464905,-447592
-461909,-447592
-457173,-447592
-460601,-447592
-464168,-447592
-462518,-447592
-464700,-447592
-455035,-447592
-463583,-447592
-462525,-447592
-456097,-447592
-459573,-447592
-451268,-447592
-454310,-447592
-471931,-447592
-456558,-447592
-468515,-447592
-455199,-447592
-447144,-447144
-468461,-447144
-448746,-447144
-458910,-447144
-488012,-447144
-464270,-447144
-466599,-447144
-452256,-447144
-451184,-447144
-475558,-447144
-462019,-447144
-453406,-447144
-466393,-447144
-453887,-447144
-462073,-447144
-454712,-447144
-461734,-447144
-461845,-447144
-465070,-447144
-456482,-447144
-457418,-447144
-457304,-447144
-461936,-447144
-469823,-447144
-459193,-447144
-461350,-447144
-458111,-447144
-449482,-447144
-464989,-447144
