target,best_result
-115596,-115596
-112872,-112872
-111698,-111698
-112188,-111698
-117454,-111698
-105873,-105873
-110201,-105873
-113045,-105873
-111003,-105873
-109765,-105873
-116862,-105873
-113518,-105873
-111267,-105873
-113487,-105873
-112922,-105873
-116373,-105873
-107726,-105873
-109228,-105873
-108011,-105873
-116589,-105873
-112425,-105873
-106510,-105873
-111835,-105873
-111420,-105873
-114212,-105873
-113920,-105873
-109421,-105873
-106240,-105873
-116359,-105873
-107063,-105873
-119003,-105873
-107226,-105873
-110687,-105873
-109115,-105873
-107258,-105873
-110192,-105873
-109206,-105873
-108305,-105873
-107216,-105873
-108890,-105873
-110914,-105873
-112806,-105873
-110656,-105873
-107539,-105873
-110032,-105873
-114482,-105873
-109348,-105873
-109617,-105873
-109993,-105873
-108623,-105873
-109149,-105873
-113607,-105873
-107007,-105873
-107490,-105873
-111632,-105873
-101809,-101809
-110779,-101809
-108043,-101809
-112852,-101809
-108075,-101809
-109397,-101809
-110149,-101809
-106774,-101809
-112401,-101809
-107015,-101809
-106105,-101809
-109560,-101809
-109066,-101809
-114350,-101809
-108139,-101809
-113187,-101809
-108047,-101809
-110892,-101809
-110255,-101809
-103118,-101809
-107007,-101809
-107336,-101809
-110938,-101809
-103061,-101809
-111906,-101809
-105660,-101809
-108527,-101809
-112098,-101809
-109397,-101809
-109921,-101809
-111549,-101809
-108445,-101809
-106981,-101809
-108107,-101809
-109559,-101809
-103047,-101809
-114875,-101809
-106546,-101809
-109717,-101809
-112458,-101809
-116344,-101809
-109284,-101809
-110309,-101809
-109095,-101809
-109360,-101809
-110124,-101809
-112707,-101809
-104848,-101809
-108418,-101809
-106363,-101809
-105840,-101809
-108290,-101809
-110590,-101809
-109965,-101809
-109290,-101809
-105570,-101809
-110854,-101809
-113189,-101809
-106164,-101809
-111341,-101809
-108299,-101809
-106273,-101809
-111547,-101809
-106339,-101809
-108839,-101809
-113964,-101809
-110012,-101809
-109062,-101809
-111764,-101809
-109279,-101809
-109769,-101809
-113575,-101809
-105383,-101809
-108721,-101809
-113161,-101809
-109130,-101809
-109303,-101809
-104315,-101809
-103889,-101809
-104349,-101809
-109028,-101809
-107182,-101809
-110558,-101809
-111352,-101809
-107612,-101809
-109042,-101809
-106260,-101809
-111919,-101809
-108504,-101809
-106496,-101809
-112583,-101809
-107478,-101809
-107934,-101809
-104043,-101809
-113270,-101809
-108664,-101809
-110863,-101809
-105021,-101809
-109017,-101809
-110811,-101809
-108960,-101809
-108202,-101809
-113138,-101809
-107246,-101809
-112819,-101809
-106098,-101809
-111381,-101809
-108604,-101809
-104968,-101809
-110145,-101809
-110631,-101809
-105495,-101809
-106238,-101809
-112563,-101809
-103286,-101809
-104464,-101809
-111537,-101809
-105643,-101809
-109734,-101809
-113518,-101809
-112749,-101809
-109319,-101809
-113381,-101809
-102984,-101809
-111667,-101809
-107453,-101809
-110115,-101809
-109368,-101809
-108241,-101809
-112165,-101809
-112164,-101809
-107335,-101809
-111445,-101809
-108573,-101809
-107651,-101809
-110771,-101809
-106904,-101809
-106099,-101809
-110415,-101809
-108299,-101809
-103126,-101809
-108654,-101809
-108058,-101809
-108075,-101809
-106899,-101809
