target,best_result
-375213,-375213
-362249,-362249
-370825,-362249
-382866,-362249
-373538,-362249
-376366,-362249
-363135,-362249
-358737,-358737
-369007,-358737
-371083,-358737
-380195,-358737
-380428,-358737
-372649,-358737
-366703,-358737
-364615,-358737
-387959,-358737
-376223,-358737
-389375,-358737
-393507,-358737
-365460,-358737
-360304,-358737
-362242,-358737
-387445,-358737
-360206,-358737
-368092,-358737
-386272,-358737
-351904,-351904
-375253,-351904
-361980,-351904
-365247,-351904
-371569,-351904
-376425,-351904
-355988,-351904
-355195,-351904
-374780,-351904
-353647,-351904
-365636,-351904
-359958,-351904
-354149,-351904
-370061,-351904
-367749,-351904
-361140,-351904
-357188,-351904
-343694,-343694
-368256,-343694
-371224,-343694
-363849,-343694
-349290,-343694
-365510,-343694
-367301,-343694
-364303,-343694
-351303,-343694
-374410,-343694
-363383,-343694
-373530,-343694
-358110,-343694
-354576,-343694
-366951,-343694
-368470,-343694
-363708,-343694
-362345,-343694
-354451,-343694
-384865,-343694
-359527,-343694
-364234,-343694
-376353,-343694
-361482,-343694
-362179,-343694
-369087,-343694
-361319,-343694
-359300,-343694
-364992,-343694
-363813,-343694
-361478,-343694
-354593,-343694
-365154,-343694
-377537,-343694
-369820,-343694
-356157,-343694
-357584,-343694
-369537,-343694
-358345,-343694
-360588,-343694
-362900,-343694
-368819,-343694
-361138,-343694
-338718,-338718
-358734,-338718
-365560,-338718
-356527,-338718
-350555,-338718
-373644,-338718
-369004,-338718
-357610,-338718
-359947,-338718
-374614,-338718
-349513,-338718
-359757,-338718
-376363,-338718
-362770,-338718
-360409,-338718
-364227,-338718
-358992,-338718
-358489,-338718
-366147,-338718
-361328,-338718
-348393,-338718
-369245,-338718
-358833,-338718
-352373,-338718
-362391,-338718
-368685,-338718
-361091,-338718
-356446,-338718
-354627,-338718
-356698,-338718
-359519,-338718
-373585,-338718
-361422,-338718
-360472,-338718
-369252,-338718
-363255,-338718
-360312,-338718
-355849,-338718
-357209,-338718
-370989,-338718
-357236,-338718
-356423,-338718
-360014,-338718
-368361,-338718
-369075,-338718
-357679,-338718
-376786,-338718
-354246,-338718
-363600,-338718
-366105,-338718
-355148,-338718
-365886,-338718
-357657,-338718
-356213,-338718
-361426,-338718
-366565,-338718
-365928,-338718
-355490,-338718
-368279,-338718
-351887,-338718
-367911,-338718
-351181,-338718
-363997,-338718
-352779,-338718
-355121,-338718
-368045,-338718
-367342,-338718
-366805,-338718
-361610,-338718
-358012,-338718
-365527,-338718
-366827,-338718
-359314,-338718
-360334,-338718
-379850,-338718
-381827,-338718
-353704,-338718
-345973,-338718
-358562,-338718
-352823,-338718
-352943,-338718
-356160,-338718
-355635,-338718
-376911,-338718
-370549,-338718
-364903,-338718
-355304,-338718
-344583,-338718
-350602,-338718
-356140,-338718
-359995,-338718
-356105,-338718
-353171,-338718
-360655,-338718
-358201,-338718
-370836,-338718
-354825,-338718
-349147,-338718
-346825,-338718
-362443,-338718
-349937,-338718
-368203,-338718
-372737,-338718
-358855,-338718
-359884,-338718
-364038,-338718
-355305,-338718
-365279,-338718
-357073,-338718
-351133,-338718
-374133,-338718
-376670,-338718
-348521,-338718
-348133,-338718
