target,best_result
-321371,-321371
-317198,-317198
-298090,-298090
-311162,-298090
-321078,-298090
-332093,-298090
-320612,-298090
-312373,-298090
-327374,-298090
-312277,-298090
-305142,-298090
-306045,-298090
-303920,-298090
-318261,-298090
-305798,-298090
-310152,-298090
-336204,-298090
-314456,-298090
-324292,-298090
-294976,-294976
-310947,-294976
-313524,-294976
-319245,-294976
-310504,-294976
-305370,-294976
-319401,-294976
-300655,-294976
-329892,-294976
-316438,-294976
-296688,-294976
-304777,-294976
-314963,-294976
-294896,-294896
-312898,-294896
-302487,-294896
-315567,-294896
-317872,-294896
-306144,-294896
-299312,-294896
-299668,-294896
-317544,-294896
-306357,-294896
-311509,-294896
-307232,-294896
-305817,-294896
-301095,-294896
-313112,-294896
-318276,-294896
-294232,-294232
-312658,-294232
-312763,-294232
-333808,-294232
-297996,-294232
-320540,-294232
-307436,-294232
-312475,-294232
-309319,-294232
-313329,-294232
-304556,-294232
-304148,-294232
-299405,-294232
-307414,-294232
-313549,-294232
-309385,-294232
-299108,-294232
-316075,-294232
-308868,-294232
-315137,-294232
-303987,-294232
-316436,-294232
-300075,-294232
-316494,-294232
-322249,-294232
-321842,-294232
-304361,-294232
-301353,-294232
-314900,-294232
-298799,-294232
-295758,-294232
-316546,-294232
-302110,-294232
-296209,-294232
-295146,-294232
-304694,-294232
-315768,-294232
-310953,-294232
-299625,-294232
-307541,-294232
-306348,-294232
-307673,-294232
-309009,-294232
-302872,-294232
-292286,-292286
-322310,-292286
-301131,-292286
-302445,-292286
-307309,-292286
-309197,-292286
-297077,-292286
-321287,-292286
-307143,-292286
-307361,-292286
-301184,-292286
-316067,-292286
-320014,-292286
-291932,-291932
-296132,-291932
-319362,-291932
-306988,-291932
-321978,-291932
-308095,-291932
-305767,-291932
-307774,-291932
-312063,-291932
-301811,-291932
-321870,-291932
-310961,-291932
-328919,-291932
-304773,-291932
-317783,-291932
-329539,-291932
-324520,-291932
-308193,-291932
-306079,-291932
-290172,-290172
-304809,-290172
-310167,-290172
-303239,-290172
-311273,-290172
-311000,-290172
-320176,-290172
-314424,-290172
-305348,-290172
-304622,-290172
-307609,-290172
-312540,-290172
-316623,-290172
-287378,-287378
-301281,-287378
-309708,-287378
-315804,-287378
-305997,-287378
-298344,-287378
-302549,-287378
-314223,-287378
-299481,-287378
-299572,-287378
-307520,-287378
-305018,-287378
-294004,-287378
-300625,-287378
-312476,-287378
-292439,-287378
-323260,-287378
-309906,-287378
-300546,-287378
-291525,-287378
-305235,-287378
-303600,-287378
-308263,-287378
-308384,-287378
-303847,-287378
-301861,-287378
-305122,-287378
-316827,-287378
-310048,-287378
-301245,-287378
-295308,-287378
-303282,-287378
-310966,-287378
-304355,-287378
-308606,-287378
-303433,-287378
-314141,-287378
-310491,-287378
-301911,-287378
-306753,-287378
-289721,-287378
-303847,-287378
-306880,-287378
-299052,-287378
-306003,-287378
-301925,-287378
-311013,-287378
-299233,-287378
-300030,-287378
-306177,-287378
-304230,-287378
-305337,-287378
-295855,-287378
-305589,-287378
-302740,-287378
-305584,-287378
-303235,-287378
-293403,-287378
-306596,-287378
-302392,-287378
-301405,-287378
-313744,-287378
-304432,-287378
