target,best_result
-377035,-377035
-386493,-377035
-388139,-377035
-379201,-377035
-398446,-377035
-379621,-377035
-369574,-369574
-373738,-369574
-377753,-369574
-370863,-369574
-387056,-369574
-378597,-369574
-370978,-369574
-378768,-369574
-385631,-369574
-380695,-369574
-378573,-369574
-373414,-369574
-365821,-365821
-380352,-365821
-373437,-365821
-389767,-365821
-384879,-365821
-375108,-365821
-395143,-365821
-387555,-365821
-385183,-365821
-395631,-365821
-372001,-365821
-367449,-365821
-398890,-365821
-362137,-362137
-371730,-362137
-384392,-362137
-367723,-362137
-372828,-362137
-373416,-362137
-375729,-362137
-368496,-362137
-380604,-362137
-384459,-362137
-380622,-362137
-374666,-362137
-371878,-362137
-365722,-362137
-360354,-360354
-376187,-360354
-366674,-360354
-381959,-360354
-378007,-360354
-371985,-360354
-383453,-360354
-377649,-360354
-373109,-360354
-383133,-360354
-369978,-360354
-401325,-360354
-355800,-355800
-363608,-355800
-361286,-355800
-363750,-355800
-372480,-355800
-369974,-355800
-370550,-355800
-375632,-355800
-387139,-355800
-380329,-355800
-379733,-355800
-365931,-355800
-360690,-355800
-390118,-355800
-369778,-355800
-373544,-355800
-384164,-355800
-360343,-355800
-374745,-355800
-368717,-355800
-368424,-355800
-375152,-355800
-372881,-355800
-365445,-355800
-369974,-355800
-376787,-355800
-375816,-355800
-366162,-355800
-385085,-355800
-377307,-355800
-373009,-355800
-362459,-355800
-375383,-355800
-387894,-355800
-362692,-355800
-378410,-355800
-360759,-355800
-365825,-355800
-359170,-355800
-391203,-355800
-357920,-355800
-371476,-355800
-381281,-355800
-356076,-355800
-377800,-355800
-373273,-355800
-374869,-355800
-368396,-355800
-375544,-355800
-360611,-355800
-376786,-355800
-375786,-355800
-364063,-355800
-361000,-355800
-374455,-355800
-389826,-355800
-373919,-355800
-376074,-355800
-374772,-355800
-384696,-355800
-375443,-355800
-379528,-355800
-367160,-355800
-364915,-355800
-385804,-355800
-390194,-355800
-364809,-355800
-375941,-355800
-358390,-355800
-365621,-355800
-368576,-355800
-367203,-355800
-366879,-355800
-376997,-355800
-377999,-355800
-365663,-355800
-373464,-355800
-372841,-355800
-382171,-355800
-392048,-355800
-364054,-355800
-379057,-355800
-367695,-355800
-368419,-355800
-378061,-355800
-363578,-355800
-361701,-355800
-377896,-355800
-384313,-355800
-364383,-355800
-373726,-355800
-362822,-355800
-372953,-355800
-372866,-355800
-365670,-355800
-361870,-355800
-369438,-355800
-375966,-355800
-377852,-355800
-372706,-355800
-360133,-355800
-388537,-355800
-353712,-353712
-375652,-353712
-388854,-353712
-369947,-353712
-362377,-353712
-368893,-353712
-369820,-353712
-379939,-353712
-385372,-353712
-379266,-353712
-370815,-353712
-388825,-353712
-354973,-353712
-359930,-353712
-372471,-353712
-371222,-353712
-377347,-353712
-367342,-353712
-358932,-353712
-359135,-353712
-369187,-353712
-369871,-353712
-373432,-353712
-369300,-353712
-362128,-353712
-374244,-353712
-364944,-353712
-374480,-353712
-387783,-353712
-365412,-353712
-356014,-353712
-365818,-353712
-364880,-353712
-365747,-353712
-372649,-353712
-378101,-353712
-363882,-353712
-383569,-353712
-365118,-353712
-372133,-353712
-373586,-353712
